threshold,accuracy,precision,recall,f1
0.1,0.189873417721519,0.189873417721519,1.0,0.3191489361702128
0.15,0.189873417721519,0.189873417721519,1.0,0.3191489361702128
0.2,0.189873417721519,0.189873417721519,1.0,0.3191489361702128
0.25,0.189873417721519,0.189873417721519,1.0,0.3191489361702128
0.3,0.189873417721519,0.189873417721519,1.0,0.3191489361702128
0.35,0.189873417721519,0.189873417721519,1.0,0.3191489361702128
0.4,0.189873417721519,0.189873417721519,1.0,0.3191489361702128
0.45,0.189873417721519,0.189873417721519,1.0,0.3191489361702128
0.5,0.7468354430379747,0.2222222222222222,0.13333333333333333,0.16666666666666666
