model,MAE_mean,MAE_std,RMSE_mean,RMSE_std,R2_mean,R2_std
Ridge Regression,5.32529889950514,0.6841357584138773,6.799201531248879,0.9907113054626999,-2.155784515736008,2.1368126727605543
Random Forest,3.8487777631842732,1.3614568770425162,4.722204648512491,1.7064929650055813,-0.1510257317643689,0.2537740598538227
